tagcategory_id,title_de,title_en,suggestion,created_by
1,Virtualisierung,Virtualisierung,yes,0
1,Visualisierung,Visualisierung,yes,0
1,Vmware,Vmware,yes,0
1,VWL,VWL,yes,0
1,Webanwendung,Webanwendung,yes,0
1,Webdesign,Webdesign,yes,0
1,Web-Design,Web-Design,yes,0
1,Webseitenentwicklung,Webseitenentwicklung,yes,0
1,Webservice,Webservice,yes,0
1,Werbung,Werbung,yes,0
1,White-Box-Test,White-Box-Test,yes,0
1,Windows,Windows,yes,0
1,Wintersport,Wintersport,yes,0
1,XenApp,XenApp,yes,0
1,XenServer,XenServer,yes,0
1,XML,XML,yes,0
1,XSD,XSD,yes,0
1,XSLT,XSLT,yes,0
1,Yacht,Yacht,yes,0
1,Yield Management,Yield Management,yes,0
1,Yoga,Yoga,yes,0
1,Yoga Unterricht,Yoga Unterricht,yes,0
1,Zahlen,Zahlen,yes,0
1,Zeichnen,Zeichnen,yes,0
1,Zeitmanagement,Zeitmanagement,yes,0
1,Zend,Zend,yes,0
1,Zielgruppen,Zielgruppen,yes,0
1,Zielstrebigkeit,Zielstrebigkeit,yes,0
1,Zuverlässigkeit,Zuverlässigkeit,yes,0
