tagcategory_id,title_de,title_en,suggestion,created_by
2,Sandbahnrennen,Sandbahnrennen,yes,0
2,Sandboarding,Sandboarding,yes,0
2,Savate,Savate,yes,0
2,Schach,Schach,yes,0
2,Schach,Schach,yes,0
2,Schachboxen,Schachboxen,yes,0
2,Schießen,Schießen,yes,0
2,Schlagball,Schlagball,yes,0
2,Schleuderball,Schleuderball,yes,0
2,Schnorcheln,Schnorcheln,yes,0
2,Schreiben,Schreiben,yes,0
2,Schwierigkeitsklettern,Schwierigkeitsklettern,yes,0
2,Schwimmen,Schwimmen,yes,0
2,Schwingen,Schwingen,yes,0
2,Scoutball,Scoutball,yes,0
2,Scrabble,Scrabble,yes,0
2,Seesport,Seesport,yes,0
2,Segelfliegen,Segelfliegen,yes,0
2,Segeln,Segeln,yes,0
2,Segwaypolo,Segwaypolo,yes,0
2,Seilklettern,Seilklettern,yes,0
2,Seilspringen,Seilspringen,yes,0
2,Sepak Takraw,Sepak Takraw,yes,0
2,Shaolin Kempo,Shaolin Kempo,yes,0
2,Shinty,Shinty,yes,0
2,Sh?gi,Sh?gi,yes,0
2,Shorttrack,Shorttrack,yes,0
2,Shuffleboard,Shuffleboard,yes,0
2,Simpsons,Simpsons,yes,0
2,Singen,Singen,yes,0
2,Sitzball,Sitzball,yes,0
2,Sitzfußball,Sitzfußball,yes,0
2,Sitzvolleyball,Sitzvolleyball,yes,0
2,Skat,Skat,yes,0
2,Skateboarding,Skateboarding,yes,0
2,Skeleton,Skeleton,yes,0
2,"Ski Alpin (Abfahrtslauf, Super-G, Slalom & Riesenslalom)","Ski Alpin (Abfahrtslauf, Super-G, Slalom & Riesenslalom)",yes,0
2,Ski Nordisch,Ski Nordisch,yes,0
2,Skibergsteigen,Skibergsteigen,yes,0
2,Skijöring,Skijöring,yes,0
2,Skilanglauf,Skilanglauf,yes,0
2,Skimboarden,Skimboarden,yes,0
2,Skispringen,Skispringen,yes,0
2,Skwal,Skwal,yes,0
2,Skydiving (Fallschirmspringen),Skydiving (Fallschirmspringen),yes,0
2,Slackline,Slackline,yes,0
2,Slamball,Slamball,yes,0
2,Sledge-Eishockey,Sledge-Eishockey,yes,0
2,Smashball,Smashball,yes,0
2,Smolball,Smolball,yes,0
2,Snooker,Snooker,yes,0
2,Snowboard,Snowboard,yes,0
2,Snowkiting,Snowkiting,yes,0
2,Soccergolf,Soccergolf,yes,0
2,Softball,Softball,yes,0
2,Speckbrett,Speckbrett,yes,0
2,Speed Badminton,Speed Badminton,yes,0
2,Speed Flying,Speed Flying,yes,0
2,Speedklettern,Speedklettern,yes,0
2,Speerwurf,Speerwurf,yes,0
2,Sport,Sport,yes,0
2,Sport Stacking,Sport Stacking,yes,0
2,Sportklettern,Sportklettern,yes,0
2,Sportwagenrennen,Sportwagenrennen,yes,0
2,Springreiten,Springreiten,yes,0
2,Sprint,Sprint,yes,0
2,Square Dance,Square Dance,yes,0
2,Squash,Squash,yes,0
2,Stabhochsprung,Stabhochsprung,yes,0
2,Stadionlauf,Stadionlauf,yes,0
2,Staffellauf,Staffellauf,yes,0
2,Standardtanz,Standardtanz,yes,0
2,Stehpaddeln,Stehpaddeln,yes,0
2,Steinstoßen,Steinstoßen,yes,0
2,Steinwerfen,Steinwerfen,yes,0
2,Stepptanz,Stepptanz,yes,0
2,Stierkampf,Stierkampf,yes,0
2,Stockball,Stockball,yes,0
2,Stockschießen,Stockschießen,yes,0
2,Stoolball,Stoolball,yes,0
2,Strandsegeln,Strandsegeln,yes,0
2,Straßenfußball,Straßenfußball,yes,0
2,Straßenrennen,Straßenrennen,yes,0
2,Streetball,Streetball,yes,0
2,Streethockey,Streethockey,yes,0
2,Stricken,Stricken,yes,0
2,Subbuteo,Subbuteo,yes,0
2,Sudoku,Sudoku,yes,0
2,Sum?,Sum?,yes,0
2,Surf Ski,Surf Ski,yes,0
2,Surfen,Surfen,yes,0
2,Swingolf,Swingolf,yes,0
2,Synchroneiskunstlauf,Synchroneiskunstlauf,yes,0
2,Synchronschwimmen,Synchronschwimmen,yes,0
2,Tae Bo,Tae Bo,yes,0
2,Taekwondo,Taekwondo,yes,0
2,Tag Rugby,Tag Rugby,yes,0
2,Taiji Bailong Ball,Taiji Bailong Ball,yes,0
2,Tamburello,Tamburello,yes,0
2,Tanzen,Tanzen,yes,0
2,Tanzsport (Turniertanz),Tanzsport (Turniertanz),yes,0
2,Taubenschießen,Taubenschießen,yes,0
2,Tauchen,Tauchen,yes,0
2,Tauziehen,Tauziehen,yes,0
2,Tchoukball,Tchoukball,yes,0
2,TeamGym,TeamGym,yes,0
2,Tennis,Tennis,yes,0
2,Theater,Theater,yes,0
2,Tipp-Kick,Tipp-Kick,yes,0
2,Tischeishockey,Tischeishockey,yes,0
2,Tischfußball,Tischfußball,yes,0
2,Tischtennis,Tischtennis,yes,0
2,Toboggan,Toboggan,yes,0
2,Töpfern,Töpfern,yes,0
2,Torball,Torball,yes,0
2,Touch (Sport),Touch (Sport),yes,0
2,Tourenwagen,Tourenwagen,yes,0
2,Tractor Pulling,Tractor Pulling,yes,0
2,Trampolinturnen,Trampolinturnen,yes,0
2,Trekking,Trekking,yes,0
2,Tretrollersport,Tretrollersport,yes,0
2,Tretze,Tretze,yes,0
2,Trials,Trials,yes,0
2,Triathlon,Triathlon,yes,0
2,Truck-Grand-Prix,Truck-Grand-Prix,yes,0
2,Tumbling,Tumbling,yes,0
2,Twirling,Twirling,yes,0
2,Ulama (Ballspiel),Ulama (Ballspiel),yes,0
2,Ultimate,Ultimate,yes,0
2,Unihockey,Unihockey,yes,0
2,Unterwasserhockey,Unterwasserhockey,yes,0
2,Unterwasserrugby,Unterwasserrugby,yes,0
2,Urban Exploration,Urban Exploration,yes,0
2,Urban Freeride,Urban Freeride,yes,0
2,Vielseitigkeitsprüfung (Angeln),Vielseitigkeitsprüfung (Angeln),yes,0
2,Vielseitigkeitsreiten (Military),Vielseitigkeitsreiten (Military),yes,0
2,Vierkampf,Vierkampf,yes,0
2,Vigoro,Vigoro,yes,0
2,Völkerball,Völkerball,yes,0
2,Volkstanz,Volkstanz,yes,0
2,Volleyball,Volleyball,yes,0
2,Volleyclub,Volleyclub,yes,0
2,Voltigieren,Voltigieren,yes,0
2,Waffenlauf,Waffenlauf,yes,0
2,Wagenrennen,Wagenrennen,yes,0
2,Wakeboarding,Wakeboarding,yes,0
2,Wandern,Wandern,yes,0
2,Wandern,Wandern,yes,0
2,Wanderreiten,Wanderreiten,yes,0
2,Wasserball,Wasserball,yes,0
2,Wasserfahren,Wasserfahren,yes,0
2,Wasserski,Wasserski,yes,0
2,Weitsprung,Weitsprung,yes,0
2,Wellenreiten,Wellenreiten,yes,0
2,Westernreiten,Westernreiten,yes,0
2,Wii,Wii,yes,0
2,Windsurfen,Windsurfen,yes,0
2,Wing Tsun,Wing Tsun,yes,0
2,Wokfahren,Wokfahren,yes,0
2,Wurfscheibenschießen,Wurfscheibenschießen,yes,0
2,Xbox,Xbox,yes,0
2,Yoga,Yoga,yes,0
2,Zaubern,Zaubern,yes,0
2,"Zehnkampf, Siebenkampf","Zehnkampf, Siebenkampf",yes,0
2,.NET Framework,.NET Framework,yes,0
2,AB Test,AB Test,yes,0
2,Abstraktion,Abstraktion,yes,0
2,Administration,Administration,yes,0
2,ADO.NET,ADO.NET,yes,0
2,Adobe Creative Suite,Adobe Creative Suite,yes,0
2,AJAX (Programmierung),AJAX (Programmierung),yes,0
2,Akkreditierung,Akkreditierung,yes,0
2,Akzeptanztest,Akzeptanztest,yes,0
2,Android,Android,yes,0
2,AngularJS,AngularJS,yes,0
2,API,API,yes,0
2,Architektur,Architektur,yes,0
2,ASP.NET,ASP.NET,yes,0
2,Ausbildung,Ausbildung,yes,0
2,Ausdauer,Ausdauer,yes,0
2,Auslandserfahrung,Auslandserfahrung,yes,0
2,Automotive,Automotive,yes,0
2,Baufinanzierung,Baufinanzierung,yes,0
2,Belastbarkeit,Belastbarkeit,yes,0
2,Beratung,Beratung,yes,0
2,Betriebswirtschaft,Betriebswirtschaft,yes,0
2,Black Box,Black Box,yes,0
2,Bonusprogramme,Bonusprogramme,yes,0
2,Books,Books,yes,0
2,Bootstrap (Framework),Bootstrap (Framework),yes,0
2,Börse,Börse,yes,0
2,Bücher,Bücher,yes,0
2,Business,Business,yes,0
2,Business Administration,Business Administration,yes,0
2,Business Finance,Business Finance,yes,0
2,Business to Business,Business to Business,yes,0
2,Business to Customer,Business to Customer,yes,0
2,Businessdevelopment,Businessdevelopment,yes,0
2,BWL,BWL,yes,0
2,C#,C#,yes,0
2,C++,C++,yes,0
2,CAD,CAD,yes,0
2,Catia,Catia,yes,0
2,Charisma,Charisma,yes,0
2,Chemie,Chemie,yes,0
2,Coaching,Coaching,yes,0
2,Consulting,Consulting,yes,0
2,Content Marketing,Content Marketing,yes,0
2,Controlling,Controlling,yes,0
2,Corporate Finance,Corporate Finance,yes,0
2,CRM,CRM,yes,0
2,Cross-Browser,Cross-Browser,yes,0
2,CSS,CSS,yes,0
2,Datenbanken,Datenbanken,yes,0
2,DB2,DB2,yes,0
2,Debian,Debian,yes,0
2,Delegationskompetenz,Delegationskompetenz,yes,0
2,Design,Design,yes,0
2,Desrupt,Desrupt,yes,0
2,Desruptive Technologie,Desruptive Technologie,yes,0
2,Direktvertrieb,Direktvertrieb,yes,0
2,Disziplin,Disziplin,yes,0
2,Drools,Drools,yes,0
2,Due-Dilligence-Prüfung,Due-Dilligence-Prüfung,yes,0
2,Durchsetzungsvermögen,Durchsetzungsvermögen,yes,0
2,E-Commerce,E-Commerce,yes,0
2,Eigenkapital,Eigenkapital,yes,0
2,Eigenverantwortung,Eigenverantwortung,yes,0
2,Elektotechnik,Elektotechnik,yes,0
2,Elektromechanik,Elektromechanik,yes,0
2,Elektronik,Elektronik,yes,0
2,Empathie,Empathie,yes,0
2,Engagement,Engagement,yes,0
2,Engineering Analysis,Engineering Analysis,yes,0
2,Entscheidungen ,Entscheidungen ,yes,0
2,Entscheidungsstärke,Entscheidungsstärke,yes,0
2,Ernährung,Ernährung,yes,0
2,Erneuerbare Energien,Erneuerbare Energien,yes,0
2,Eventplanung,Eventplanung,yes,0
2,Events,Events,yes,0
2,Facebook,Facebook,yes,0
2,Familie,Familie,yes,0
2,Fernsehwerbung,Fernsehwerbung,yes,0
2,Fertigungsprozess,Fertigungsprozess,yes,0
2,Film,Film,yes,0
2,Finanzierung,Finanzierung,yes,0
2,Finanzplanung,Finanzplanung,yes,0
2,Fireworks,Fireworks,yes,0
2,Fitness,Fitness,yes,0
2,Flexibilität,Flexibilität,yes,0
2,Fotografie,Fotografie,yes,0
2,Fotos,Fotos,yes,0
2,Frontend-Entwicklung,Frontend-Entwicklung,yes,0
2,Führung,Führung,yes,0
2,Games,Games,yes,0
2,Garten,Garten,yes,0
2,Gastronomie,Gastronomie,yes,0
2,Geschichte,Geschichte,yes,0
2,Gespräch,Gespräch,yes,0
2,Google Guice,Google Guice,yes,0
2,Grafikdesign,Grafikdesign,yes,0
2,Green,Green,yes,0
2,GWT,GWT,yes,0
2,Handel,Handel,yes,0
2,Handwerk,Handwerk,yes,0
2,Hardware,Hardware,yes,0
2,Hashtags,Hashtags,yes,0
2,Hibernate,Hibernate,yes,0
2,HR,HR,yes,0
2,HTML,HTML,yes,0
2,HTML5,HTML5,yes,0
2,Humor,Humor,yes,0
